1000, 80, 10
1000, 81, 11.764705882352942
1000, 82, 14.285714285714286
1000, 83, 16.666666666666668
1000, 84, 20
1000, 85, 22.22222222222222
1000, 86, 25
1000, 87, 28.571428571428573
1000, 88, 33.333333333333336
1000, 89, 40
1000, 90, 50
1000, 91, 66.66666666666667
1000, 92, 66.66666666666667
1000, 93, 66.66666666666667
1000, 94, 100
1000, 95, 100
1000, 96, 200
1000, 97, 400
1000, 98, 400
1000, 99, 400
1000, 100, 400
2500, 80, 25
2500, 81, 29.41176470588235
2500, 82, 35.714285714285715
2500, 83, 41.666666666666664
2500, 84, 50
2500, 85, 55.55555555555556
2500, 86, 62.5
2500, 87, 71.42857142857143
2500, 88, 83.33333333333333
2500, 89, 100
2500, 90, 125
2500, 91, 166.66666666666666
2500, 92, 166.66666666666666
2500, 93, 166.66666666666666
2500, 94, 250
2500, 95, 250
2500, 96, 500
2500, 97, 500
2500, 98, 500
2500, 99, 1000
2500, 100, 1000
5000, 80, 50
5000, 81, 58.8235294117647
5000, 82, 71.42857142857143
5000, 83, 83.33333333333333
5000, 84, 100
5000, 85, 111.11111111111111
5000, 86, 125
5000, 87, 142.85714285714286
5000, 88, 166.66666666666666
5000, 89, 200
5000, 90, 250
5000, 91, 333.3333333333333
5000, 92, 333.3333333333333
5000, 93, 333.3333333333333
5000, 94, 500
5000, 95, 500
5000, 96, 1000
5000, 97, 1000
5000, 98, 1000
5000, 99, 2000
5000, 100, 2000
10000, 80, 80
10000, 81, 95.23809523809524
10000, 82, 111.11111111111111
10000, 83, 133.33333333333334
10000, 84, 200
10000, 85, 222.22222222222223
10000, 86, 250
10000, 87, 285.7142857142857
10000, 88, 333.3333333333333
10000, 89, 400
10000, 90, 500
10000, 91, 666.6666666666666
10000, 92, 666.6666666666666
10000, 93, 666.6666666666666
10000, 94, 1000
10000, 95, 1000
10000, 96, 2000
10000, 97, 2000
10000, 98, 2000
10000, 99, 4000
10000, 100, 4000
20000, 80, 160
20000, 81, 190.47619047619048
20000, 82, 222.22222222222223
20000, 83, 266.6666666666667
20000, 84, 307.6923076923077
20000, 85, 363.6363636363636
20000, 86, 444.44444444444446
20000, 87, 500
20000, 88, 571.4285714285714
20000, 89, 800
20000, 90, 1000
20000, 91, 1333.3333333333333
20000, 92, 1333.3333333333333
20000, 93, 1333.3333333333333
20000, 94, 2000
20000, 95, 2000
20000, 96, 4000
20000, 97, 4000
20000, 98, 4000
20000, 99, 8000
20000, 100, 8000
40000, 80, 320
40000, 81, 380.95238095238096
40000, 82, 444.44444444444446
40000, 83, 533.3333333333334
40000, 84, 615.3846153846154
40000, 85, 727.2727272727273
40000, 86, 888.8888888888889
40000, 87, 1000
40000, 88, 1142.857142857143
40000, 89, 1333.3333333333333
40000, 90, 1600
40000, 91, 2000
40000, 92, 2000
40000, 93, 2666.6666666666665
40000, 94, 4000
40000, 95, 4000
40000, 96, 8000
40000, 97, 8000
40000, 98, 8000
40000, 99, 16000
40000, 100, 16000
80000, 80, 551.7241379310345
80000, 81, 640
80000, 82, 888.8888888888889
80000, 83, 1066.6666666666667
80000, 84, 1230.7692307692307
80000, 85, 1454.5454545454545
80000, 86, 1777.7777777777778
80000, 87, 2000
80000, 88, 2285.714285714286
80000, 89, 2666.6666666666665
80000, 90, 3200
80000, 91, 4000
80000, 92, 4000
80000, 93, 5333.333333333333
80000, 94, 5333.333333333333
80000, 95, 8000
80000, 96, 16000
80000, 97, 16000
80000, 98, 16000
80000, 99, 32000
80000, 100, 32000
160000, 80, 1103.448275862069
160000, 81, 1280
160000, 82, 1523.8095238095239
160000, 83, 1777.7777777777778
160000, 84, 2133.3333333333335
160000, 85, 2461.5384615384614
160000, 86, 3555.5555555555557
160000, 87, 4000
160000, 88, 4571.428571428572
160000, 89, 5333.333333333333
160000, 90, 6400
160000, 91, 8000
160000, 92, 8000
160000, 93, 10666.666666666666
160000, 94, 10666.666666666666
160000, 95, 16000
160000, 96, 16000
160000, 97, 16000
160000, 98, 32000
160000, 99, 64000
160000, 100, 64000
300000, 80, 1538.4615384615386
300000, 81, 1818.1818181818182
300000, 82, 2857.1428571428573
300000, 83, 3333.3333333333335
300000, 84, 4000
300000, 85, 4615.384615384615
300000, 86, 5454.545454545455
300000, 87, 6000
300000, 88, 7500
300000, 89, 8571.42857142857
300000, 90, 10000
300000, 91, 15000
300000, 92, 15000
300000, 93, 20000
300000, 94, 20000
300000, 95, 30000
300000, 96, 30000
300000, 97, 30000
300000, 98, 60000
300000, 99, 60000
300000, 100, 120000
600000, 80, 2727.2727272727275
600000, 81, 3636.3636363636365
600000, 82, 4285.714285714285
600000, 83, 5000
600000, 84, 6000
600000, 85, 7058.823529411765
600000, 86, 10909.09090909091
600000, 87, 12000
600000, 88, 15000
600000, 89, 17142.85714285714
600000, 90, 20000
600000, 91, 24000
600000, 92, 30000
600000, 93, 30000
600000, 94, 40000
600000, 95, 60000
600000, 96, 60000
600000, 97, 60000
600000, 98, 120000
600000, 99, 120000
600000, 100, 240000
